"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother"	"Age of Mother Code"	Births
	"Hawaii"	"15"	"2001"	"2001"	"40-44 years"	"40-44"	517
	"Hawaii"	"15"	"2001"	"2001"	"45-49 years"	"45-49"	24
	"Hawaii"	"15"	"2002"	"2002"	"Under 15 years"	"15"	17
	"Hawaii"	"15"	"2002"	"2002"	"15-19 years"	"15-19"	1538
	"Hawaii"	"15"	"2002"	"2002"	"20-24 years"	"20-24"	4407
	"Hawaii"	"15"	"2002"	"2002"	"25-29 years"	"25-29"	4475
	"Hawaii"	"15"	"2002"	"2002"	"30-34 years"	"30-34"	4160
	"Hawaii"	"15"	"2002"	"2002"	"35-39 years"	"35-39"	2303
	"Hawaii"	"15"	"2002"	"2002"	"40-44 years"	"40-44"	547
	"Hawaii"	"15"	"2002"	"2002"	"45-49 years"	"45-49"	27
	"Idaho"	"16"	"1995"	"1995"	"Under 15 years"	"15"	42
	"Idaho"	"16"	"1995"	"1995"	"15-19 years"	"15-19"	2489
	"Idaho"	"16"	"1995"	"1995"	"20-24 years"	"20-24"	5433
	"Idaho"	"16"	"1995"	"1995"	"25-29 years"	"25-29"	4993
	"Idaho"	"16"	"1995"	"1995"	"30-34 years"	"30-34"	3376
	"Idaho"	"16"	"1995"	"1995"	"35-39 years"	"35-39"	1410
	"Idaho"	"16"	"1995"	"1995"	"40-44 years"	"40-44"	270
	"Idaho"	"16"	"1995"	"1995"	"45-49 years"	"45-49"	22
	"Idaho"	"16"	"1996"	"1996"	"Under 15 years"	"15"	26
	"Idaho"	"16"	"1996"	"1996"	"15-19 years"	"15-19"	2486
	"Idaho"	"16"	"1996"	"1996"	"20-24 years"	"20-24"	5697
	"Idaho"	"16"	"1996"	"1996"	"25-29 years"	"25-29"	5306
	"Idaho"	"16"	"1996"	"1996"	"30-34 years"	"30-34"	3391
	"Idaho"	"16"	"1996"	"1996"	"35-39 years"	"35-39"	1422
	"Idaho"	"16"	"1996"	"1996"	"40-44 years"	"40-44"	275
	"Idaho"	"16"	"1996"	"1996"	"45-49 years"	"45-49"	22
	"Idaho"	"16"	"1997"	"1997"	"Under 15 years"	"15"	35
	"Idaho"	"16"	"1997"	"1997"	"15-19 years"	"15-19"	2330
	"Idaho"	"16"	"1997"	"1997"	"20-24 years"	"20-24"	5593
	"Idaho"	"16"	"1997"	"1997"	"25-29 years"	"25-29"	5304
	"Idaho"	"16"	"1997"	"1997"	"30-34 years"	"30-34"	3484
	"Idaho"	"16"	"1997"	"1997"	"35-39 years"	"35-39"	1513
	"Idaho"	"16"	"1997"	"1997"	"40-44 years"	"40-44"	312
	"Idaho"	"16"	"1997"	"1997"	"45-49 years"	"45-49"	11
	"Idaho"	"16"	"1998"	"1998"	"Under 15 years"	"15"	26
	"Idaho"	"16"	"1998"	"1998"	"15-19 years"	"15-19"	2457
	"Idaho"	"16"	"1998"	"1998"	"20-24 years"	"20-24"	6095
	"Idaho"	"16"	"1998"	"1998"	"25-29 years"	"25-29"	5593
	"Idaho"	"16"	"1998"	"1998"	"30-34 years"	"30-34"	3413
	"Idaho"	"16"	"1998"	"1998"	"35-39 years"	"35-39"	1476
	"Idaho"	"16"	"1998"	"1998"	"40-44 years"	"40-44"	316
	"Idaho"	"16"	"1998"	"1998"	"45-49 years"	"45-49"	15
	"Idaho"	"16"	"1999"	"1999"	"Under 15 years"	"15"	30
	"Idaho"	"16"	"1999"	"1999"	"15-19 years"	"15-19"	2396
	"Idaho"	"16"	"1999"	"1999"	"20-24 years"	"20-24"	6187
	"Idaho"	"16"	"1999"	"1999"	"25-29 years"	"25-29"	5781
	"Idaho"	"16"	"1999"	"1999"	"30-34 years"	"30-34"	3615
	"Idaho"	"16"	"1999"	"1999"	"35-39 years"	"35-39"	1510
	"Idaho"	"16"	"1999"	"1999"	"40-44 years"	"40-44"	329
	"Idaho"	"16"	"1999"	"1999"	"45-49 years"	"45-49"	24
	"Idaho"	"16"	"2000"	"2000"	"Under 15 years"	"15"	16
	"Idaho"	"16"	"2000"	"2000"	"15-19 years"	"15-19"	2349
	"Idaho"	"16"	"2000"	"2000"	"20-24 years"	"20-24"	6358
	"Idaho"	"16"	"2000"	"2000"	"25-29 years"	"25-29"	5823
	"Idaho"	"16"	"2000"	"2000"	"30-34 years"	"30-34"	3826
	"Idaho"	"16"	"2000"	"2000"	"35-39 years"	"35-39"	1627
	"Idaho"	"16"	"2000"	"2000"	"40-44 years"	"40-44"	351
	"Idaho"	"16"	"2000"	"2000"	"45-49 years"	"45-49"	16
	"Idaho"	"16"	"2001"	"2001"	"Under 15 years"	"15"	21
	"Idaho"	"16"	"2001"	"2001"	"15-19 years"	"15-19"	2203
	"Idaho"	"16"	"2001"	"2001"	"20-24 years"	"20-24"	6640
	"Idaho"	"16"	"2001"	"2001"	"25-29 years"	"25-29"	5912
	"Idaho"	"16"	"2001"	"2001"	"30-34 years"	"30-34"	3957
	"Idaho"	"16"	"2001"	"2001"	"35-39 years"	"35-39"	1604
	"Idaho"	"16"	"2001"	"2001"	"40-44 years"	"40-44"	332
	"Idaho"	"16"	"2001"	"2001"	"45-49 years"	"45-49"	19
	"Idaho"	"16"	"2002"	"2002"	"Under 15 years"	"15"	16
	"Idaho"	"16"	"2002"	"2002"	"15-19 years"	"15-19"	2080
	"Idaho"	"16"	"2002"	"2002"	"20-24 years"	"20-24"	6715
	"Idaho"	"16"	"2002"	"2002"	"25-29 years"	"25-29"	6061
	"Idaho"	"16"	"2002"	"2002"	"30-34 years"	"30-34"	4064
	"Idaho"	"16"	"2002"	"2002"	"35-39 years"	"35-39"	1648
	"Idaho"	"16"	"2002"	"2002"	"40-44 years"	"40-44"	360
	"Idaho"	"16"	"2002"	"2002"	"45-49 years"	"45-49"	26
	"Illinois"	"17"	"1995"	"1995"	"Under 15 years"	"15"	576
	"Illinois"	"17"	"1995"	"1995"	"15-19 years"	"15-19"	23467
	"Illinois"	"17"	"1995"	"1995"	"20-24 years"	"20-24"	43054
	"Illinois"	"17"	"1995"	"1995"	"25-29 years"	"25-29"	50717
	"Illinois"	"17"	"1995"	"1995"	"30-34 years"	"30-34"	45684
	"Illinois"	"17"	"1995"	"1995"	"35-39 years"	"35-39"	19113
	"Illinois"	"17"	"1995"	"1995"	"40-44 years"	"40-44"	3099
	"Illinois"	"17"	"1995"	"1995"	"45-49 years"	"45-49"	102
	"Illinois"	"17"	"1996"	"1996"	"Under 15 years"	"15"	505
	"Illinois"	"17"	"1996"	"1996"	"15-19 years"	"15-19"	22831
	"Illinois"	"17"	"1996"	"1996"	"20-24 years"	"20-24"	41253
	"Illinois"	"17"	"1996"	"1996"	"25-29 years"	"25-29"	50489
	"Illinois"	"17"	"1996"	"1996"	"30-34 years"	"30-34"	45007
	"Illinois"	"17"	"1996"	"1996"	"35-39 years"	"35-39"	19758
	"Illinois"	"17"	"1996"	"1996"	"40-44 years"	"40-44"	3234
	"Illinois"	"17"	"1996"	"1996"	"45-49 years"	"45-49"	103
	"Illinois"	"17"	"1997"	"1997"	"Under 15 years"	"15"	464
	"Illinois"	"17"	"1997"	"1997"	"15-19 years"	"15-19"	22201
	"Illinois"	"17"	"1997"	"1997"	"20-24 years"	"20-24"	40439
	"Illinois"	"17"	"1997"	"1997"	"25-29 years"	"25-29"	49672
	"Illinois"	"17"	"1997"	"1997"	"30-34 years"	"30-34"	44250
	"Illinois"	"17"	"1997"	"1997"	"35-39 years"	"35-39"	20218
	"Illinois"	"17"	"1997"	"1997"	"40-44 years"	"40-44"	3384
	"Illinois"	"17"	"1997"	"1997"	"45-49 years"	"45-49"	167
	"Illinois"	"17"	"1998"	"1998"	"Under 15 years"	"15"	460
	"Illinois"	"17"	"1998"	"1998"	"15-19 years"	"15-19"	22180
	"Illinois"	"17"	"1998"	"1998"	"20-24 years"	"20-24"	41032
	"Illinois"	"17"	"1998"	"1998"	"25-29 years"	"25-29"	49864
	"Illinois"	"17"	"1998"	"1998"	"30-34 years"	"30-34"	44601
	"Illinois"	"17"	"1998"	"1998"	"35-39 years"	"35-39"	20613
	"Illinois"	"17"	"1998"	"1998"	"40-44 years"	"40-44"	3690
	"Illinois"	"17"	"1998"	"1998"	"45-49 years"	"45-49"	145
	"Illinois"	"17"	"1999"	"1999"	"Under 15 years"	"15"	421
	"Illinois"	"17"	"1999"	"1999"	"15-19 years"	"15-19"	21417
	"Illinois"	"17"	"1999"	"1999"	"20-24 years"	"20-24"	41383
	"Illinois"	"17"	"1999"	"1999"	"25-29 years"	"25-29"	49832
	"Illinois"	"17"	"1999"	"1999"	"30-34 years"	"30-34"	43850
	"Illinois"	"17"	"1999"	"1999"	"35-39 years"	"35-39"	21143
	"Illinois"	"17"	"1999"	"1999"	"40-44 years"	"40-44"	3831
	"Illinois"	"17"	"1999"	"1999"	"45-49 years"	"45-49"	187
	"Illinois"	"17"	"2000"	"2000"	"Under 15 years"	"15"	391
	"Illinois"	"17"	"2000"	"2000"	"15-19 years"	"15-19"	20714
	"Illinois"	"17"	"2000"	"2000"	"20-24 years"	"20-24"	43033
	"Illinois"	"17"	"2000"	"2000"	"25-29 years"	"25-29"	49639
	"Illinois"	"17"	"2000"	"2000"	"30-34 years"	"30-34"	45322
	"Illinois"	"17"	"2000"	"2000"	"35-39 years"	"35-39"	21640
	"Illinois"	"17"	"2000"	"2000"	"40-44 years"	"40-44"	4113
	"Illinois"	"17"	"2000"	"2000"	"45-49 years"	"45-49"	175
	"Illinois"	"17"	"2001"	"2001"	"Under 15 years"	"15"	342
	"Illinois"	"17"	"2001"	"2001"	"15-19 years"	"15-19"	19758
	"Illinois"	"17"	"2001"	"2001"	"20-24 years"	"20-24"	42727
	"Illinois"	"17"	"2001"	"2001"	"25-29 years"	"25-29"	48224
	"Illinois"	"17"	"2001"	"2001"	"30-34 years"	"30-34"	46497
	"Illinois"	"17"	"2001"	"2001"	"35-39 years"	"35-39"	22064
	"Illinois"	"17"	"2001"	"2001"	"40-44 years"	"40-44"	4225
	"Illinois"	"17"	"2001"	"2001"	"45-49 years"	"45-49"	215
	"Illinois"	"17"	"2001"	"2001"	"50 years and over"	"50+"	12
	"Illinois"	"17"	"2002"	"2002"	"Under 15 years"	"15"	317
	"Illinois"	"17"	"2002"	"2002"	"15-19 years"	"15-19"	18217
	"Illinois"	"17"	"2002"	"2002"	"20-24 years"	"20-24"	41816
	"Illinois"	"17"	"2002"	"2002"	"25-29 years"	"25-29"	48110
	"Illinois"	"17"	"2002"	"2002"	"30-34 years"	"30-34"	45904
	"Illinois"	"17"	"2002"	"2002"	"35-39 years"	"35-39"	21617
	"Illinois"	"17"	"2002"	"2002"	"40-44 years"	"40-44"	4390
	"Illinois"	"17"	"2002"	"2002"	"45-49 years"	"45-49"	241
	"Illinois"	"17"	"2002"	"2002"	"50 years and over"	"50+"	10
	"Indiana"	"18"	"1995"	"1995"	"Under 15 years"	"15"	222
	"Indiana"	"18"	"1995"	"1995"	"15-19 years"	"15-19"	11933
	"Indiana"	"18"	"1995"	"1995"	"20-24 years"	"20-24"	23441
	"Indiana"	"18"	"1995"	"1995"	"25-29 years"	"25-29"	23351
	"Indiana"	"18"	"1995"	"1995"	"30-34 years"	"30-34"	16711
	"Indiana"	"18"	"1995"	"1995"	"35-39 years"	"35-39"	6180
	"Indiana"	"18"	"1995"	"1995"	"40-44 years"	"40-44"	967
	"Indiana"	"18"	"1995"	"1995"	"45-49 years"	"45-49"	30
	"Indiana"	"18"	"1996"	"1996"	"Under 15 years"	"15"	204
	"Indiana"	"18"	"1996"	"1996"	"15-19 years"	"15-19"	11875
	"Indiana"	"18"	"1996"	"1996"	"20-24 years"	"20-24"	23301
	"Indiana"	"18"	"1996"	"1996"	"25-29 years"	"25-29"	23690
	"Indiana"	"18"	"1996"	"1996"	"30-34 years"	"30-34"	16851
	"Indiana"	"18"	"1996"	"1996"	"35-39 years"	"35-39"	6502
	"Indiana"	"18"	"1996"	"1996"	"40-44 years"	"40-44"	1055
	"Indiana"	"18"	"1996"	"1996"	"45-49 years"	"45-49"	35
	"Indiana"	"18"	"1997"	"1997"	"Under 15 years"	"15"	170
	"Indiana"	"18"	"1997"	"1997"	"15-19 years"	"15-19"	11577
	"Indiana"	"18"	"1997"	"1997"	"20-24 years"	"20-24"	23151
	"Indiana"	"18"	"1997"	"1997"	"25-29 years"	"25-29"	24129
	"Indiana"	"18"	"1997"	"1997"	"30-34 years"	"30-34"	16638
	"Indiana"	"18"	"1997"	"1997"	"35-39 years"	"35-39"	6686
	"Indiana"	"18"	"1997"	"1997"	"40-44 years"	"40-44"	1040
	"Indiana"	"18"	"1997"	"1997"	"45-49 years"	"45-49"	45
	"Indiana"	"18"	"1998"	"1998"	"Under 15 years"	"15"	168
	"Indiana"	"18"	"1998"	"1998"	"15-19 years"	"15-19"	11570
	"Indiana"	"18"	"1998"	"1998"	"20-24 years"	"20-24"	23960
	"Indiana"	"18"	"1998"	"1998"	"25-29 years"	"25-29"	24779
	"Indiana"	"18"	"1998"	"1998"	"30-34 years"	"30-34"	16623
	"Indiana"	"18"	"1998"	"1998"	"35-39 years"	"35-39"	6766
	"Indiana"	"18"	"1998"	"1998"	"40-44 years"	"40-44"	1208
	"Indiana"	"18"	"1998"	"1998"	"45-49 years"	"45-49"	48
	"Indiana"	"18"	"1999"	"1999"	"Under 15 years"	"15"	165
	"Indiana"	"18"	"1999"	"1999"	"15-19 years"	"15-19"	11189
	"Indiana"	"18"	"1999"	"1999"	"20-24 years"	"20-24"	24400
	"Indiana"	"18"	"1999"	"1999"	"25-29 years"	"25-29"	25017
	"Indiana"	"18"	"1999"	"1999"	"30-34 years"	"30-34"	16919
	"Indiana"	"18"	"1999"	"1999"	"35-39 years"	"35-39"	7090
	"Indiana"	"18"	"1999"	"1999"	"40-44 years"	"40-44"	1194
	"Indiana"	"18"	"1999"	"1999"	"45-49 years"	"45-49"	55
	"Indiana"	"18"	"2000"	"2000"	"Under 15 years"	"15"	128
	"Indiana"	"18"	"2000"	"2000"	"15-19 years"	"15-19"	10846
	"Indiana"	"18"	"2000"	"2000"	"20-24 years"	"20-24"	25441
	"Indiana"	"18"	"2000"	"2000"	"25-29 years"	"25-29"	25104
	"Indiana"	"18"	"2000"	"2000"	"30-34 years"	"30-34"	17358
	"Indiana"	"18"	"2000"	"2000"	"35-39 years"	"35-39"	7402
	"Indiana"	"18"	"2000"	"2000"	"40-44 years"	"40-44"	1363
	"Indiana"	"18"	"2000"	"2000"	"45-49 years"	"45-49"	55
	"Indiana"	"18"	"2001"	"2001"	"Under 15 years"	"15"	133
	"Indiana"	"18"	"2001"	"2001"	"15-19 years"	"15-19"	10109
	"Indiana"	"18"	"2001"	"2001"	"20-24 years"	"20-24"	25046
	"Indiana"	"18"	"2001"	"2001"	"25-29 years"	"25-29"	24626
	"Indiana"	"18"	"2001"	"2001"	"30-34 years"	"30-34"	17918
	"Indiana"	"18"	"2001"	"2001"	"35-39 years"	"35-39"	7244
	"Indiana"	"18"	"2001"	"2001"	"40-44 years"	"40-44"	1335
	"Indiana"	"18"	"2001"	"2001"	"45-49 years"	"45-49"	47
	"Indiana"	"18"	"2002"	"2002"	"Under 15 years"	"15"	130
	"Indiana"	"18"	"2002"	"2002"	"15-19 years"	"15-19"	9594
	"Indiana"	"18"	"2002"	"2002"	"20-24 years"	"20-24"	24776
	"Indiana"	"18"	"2002"	"2002"	"25-29 years"	"25-29"	24178
	"Indiana"	"18"	"2002"	"2002"	"30-34 years"	"30-34"	17691
	"Indiana"	"18"	"2002"	"2002"	"35-39 years"	"35-39"	7261
	"Indiana"	"18"	"2002"	"2002"	"40-44 years"	"40-44"	1406
	"Indiana"	"18"	"2002"	"2002"	"45-49 years"	"45-49"	45
	"Iowa"	"19"	"1995"	"1995"	"Under 15 years"	"15"	43
	"Iowa"	"19"	"1995"	"1995"	"15-19 years"	"15-19"	4024
	"Iowa"	"19"	"1995"	"1995"	"20-24 years"	"20-24"	9290
	"Iowa"	"19"	"1995"	"1995"	"25-29 years"	"25-29"	11489
	"Iowa"	"19"	"1995"	"1995"	"30-34 years"	"30-34"	8379
	"Iowa"	"19"	"1995"	"1995"	"35-39 years"	"35-39"	3084
	"Iowa"	"19"	"1995"	"1995"	"40-44 years"	"40-44"	482
	"Iowa"	"19"	"1995"	"1995"	"45-49 years"	"45-49"	19
	"Iowa"	"19"	"1996"	"1996"	"Under 15 years"	"15"	52
	"Iowa"	"19"	"1996"	"1996"	"15-19 years"	"15-19"	4047
	"Iowa"	"19"	"1996"	"1996"	"20-24 years"	"20-24"	9233
	"Iowa"	"19"	"1996"	"1996"	"25-29 years"	"25-29"	11620
	"Iowa"	"19"	"1996"	"1996"	"30-34 years"	"30-34"	8461
	"Iowa"	"19"	"1996"	"1996"	"35-39 years"	"35-39"	3153
	"Iowa"	"19"	"1996"	"1996"	"40-44 years"	"40-44"	540
	"Iowa"	"19"	"1996"	"1996"	"45-49 years"	"45-49"	33
	"Iowa"	"19"	"1997"	"1997"	"Under 15 years"	"15"	40
	"Iowa"	"19"	"1997"	"1997"	"15-19 years"	"15-19"	3888
	"Iowa"	"19"	"1997"	"1997"	"20-24 years"	"20-24"	9040
	"Iowa"	"19"	"1997"	"1997"	"25-29 years"	"25-29"	11657
	"Iowa"	"19"	"1997"	"1997"	"30-34 years"	"30-34"	8187
	"Iowa"	"19"	"1997"	"1997"	"35-39 years"	"35-39"	3347
	"Iowa"	"19"	"1997"	"1997"	"40-44 years"	"40-44"	474
	"Iowa"	"19"	"1997"	"1997"	"45-49 years"	"45-49"	26
	"Iowa"	"19"	"1998"	"1998"	"Under 15 years"	"15"	43
	"Iowa"	"19"	"1998"	"1998"	"15-19 years"	"15-19"	3900
	"Iowa"	"19"	"1998"	"1998"	"20-24 years"	"20-24"	9468
	"Iowa"	"19"	"1998"	"1998"	"25-29 years"	"25-29"	11757
	"Iowa"	"19"	"1998"	"1998"	"30-34 years"	"30-34"	8226
	"Iowa"	"19"	"1998"	"1998"	"35-39 years"	"35-39"	3294
	"Iowa"	"19"	"1998"	"1998"	"40-44 years"	"40-44"	571
	"Iowa"	"19"	"1998"	"1998"	"45-49 years"	"45-49"	23
	"Iowa"	"19"	"1999"	"1999"	"Under 15 years"	"15"	44
	"Iowa"	"19"	"1999"	"1999"	"15-19 years"	"15-19"	3948
	"Iowa"	"19"	"1999"	"1999"	"20-24 years"	"20-24"	9694
	"Iowa"	"19"	"1999"	"1999"	"25-29 years"	"25-29"	11568
	"Iowa"	"19"	"1999"	"1999"	"30-34 years"	"30-34"	8172
	"Iowa"	"19"	"1999"	"1999"	"35-39 years"	"35-39"	3528
	"Iowa"	"19"	"1999"	"1999"	"40-44 years"	"40-44"	574
	"Iowa"	"19"	"1999"	"1999"	"45-49 years"	"45-49"	29
	"Iowa"	"19"	"2000"	"2000"	"Under 15 years"	"15"	48
	"Iowa"	"19"	"2000"	"2000"	"15-19 years"	"15-19"	3788
	"Iowa"	"19"	"2000"	"2000"	"20-24 years"	"20-24"	9999
	"Iowa"	"19"	"2000"	"2000"	"25-29 years"	"25-29"	11681
	"Iowa"	"19"	"2000"	"2000"	"30-34 years"	"30-34"	8697
	"Iowa"	"19"	"2000"	"2000"	"35-39 years"	"35-39"	3428
	"Iowa"	"19"	"2000"	"2000"	"40-44 years"	"40-44"	598
	"Iowa"	"19"	"2000"	"2000"	"45-49 years"	"45-49"	27
	"Iowa"	"19"	"2001"	"2001"	"Under 15 years"	"15"	34
	"Iowa"	"19"	"2001"	"2001"	"15-19 years"	"15-19"	3574
	"Iowa"	"19"	"2001"	"2001"	"20-24 years"	"20-24"	9927
	"Iowa"	"19"	"2001"	"2001"	"25-29 years"	"25-29"	11296
	"Iowa"	"19"	"2001"	"2001"	"30-34 years"	"30-34"	8668
	"Iowa"	"19"	"2001"	"2001"	"35-39 years"	"35-39"	3503
	"Iowa"	"19"	"2001"	"2001"	"40-44 years"	"40-44"	588
	"Iowa"	"19"	"2001"	"2001"	"45-49 years"	"45-49"	29
	"Iowa"	"19"	"2002"	"2002"	"Under 15 years"	"15"	29
	"Iowa"	"19"	"2002"	"2002"	"15-19 years"	"15-19"	3392
	"Iowa"	"19"	"2002"	"2002"	"20-24 years"	"20-24"	9826
	"Iowa"	"19"	"2002"	"2002"	"25-29 years"	"25-29"	11480
	"Iowa"	"19"	"2002"	"2002"	"30-34 years"	"30-34"	8759
	"Iowa"	"19"	"2002"	"2002"	"35-39 years"	"35-39"	3429
	"Iowa"	"19"	"2002"	"2002"	"40-44 years"	"40-44"	622
	"Iowa"	"19"	"2002"	"2002"	"45-49 years"	"45-49"	22
	"Kansas"	"20"	"1995"	"1995"	"Under 15 years"	"15"	75
	"Kansas"	"20"	"1995"	"1995"	"15-19 years"	"15-19"	4801
	"Kansas"	"20"	"1995"	"1995"	"20-24 years"	"20-24"	9917
	"Kansas"	"20"	"1995"	"1995"	"25-29 years"	"25-29"	10369
	"Kansas"	"20"	"1995"	"1995"	"30-34 years"	"30-34"	8233
	"Kansas"	"20"	"1995"	"1995"	"35-39 years"	"35-39"	3230
	"Kansas"	"20"	"1995"	"1995"	"40-44 years"	"40-44"	536
	"Kansas"	"20"	"1995"	"1995"	"45-49 years"	"45-49"	40
	"Kansas"	"20"	"1996"	"1996"	"Under 15 years"	"15"	76
	"Kansas"	"20"	"1996"	"1996"	"15-19 years"	"15-19"	4714
	"Kansas"	"20"	"1996"	"1996"	"20-24 years"	"20-24"	9536
	"Kansas"	"20"	"1996"	"1996"	"25-29 years"	"25-29"	10473
	"Kansas"	"20"	"1996"	"1996"	"30-34 years"	"30-34"	7912
	"Kansas"	"20"	"1996"	"1996"	"35-39 years"	"35-39"	3373
	"Kansas"	"20"	"1996"	"1996"	"40-44 years"	"40-44"	537
	"Kansas"	"20"	"1996"	"1996"	"45-49 years"	"45-49"	30
	"Kansas"	"20"	"1997"	"1997"	"Under 15 years"	"15"	70
	"Kansas"	"20"	"1997"	"1997"	"15-19 years"	"15-19"	4758
	"Kansas"	"20"	"1997"	"1997"	"20-24 years"	"20-24"	9945
	"Kansas"	"20"	"1997"	"1997"	"25-29 years"	"25-29"	10564
	"Kansas"	"20"	"1997"	"1997"	"30-34 years"	"30-34"	7860
	"Kansas"	"20"	"1997"	"1997"	"35-39 years"	"35-39"	3456
	"Kansas"	"20"	"1997"	"1997"	"40-44 years"	"40-44"	600
	"Kansas"	"20"	"1997"	"1997"	"45-49 years"	"45-49"	36
	"Kansas"	"20"	"1998"	"1998"	"Under 15 years"	"15"	53
	"Kansas"	"20"	"1998"	"1998"	"15-19 years"	"15-19"	4805
	"Kansas"	"20"	"1998"	"1998"	"20-24 years"	"20-24"	10230
	"Kansas"	"20"	"1998"	"1998"	"25-29 years"	"25-29"	11035
	"Kansas"	"20"	"1998"	"1998"	"30-34 years"	"30-34"	7933
	"Kansas"	"20"	"1998"	"1998"	"35-39 years"	"35-39"	3679
	"Kansas"	"20"	"1998"	"1998"	"40-44 years"	"40-44"	643
	"Kansas"	"20"	"1998"	"1998"	"45-49 years"	"45-49"	44
	"Kansas"	"20"	"1999"	"1999"	"Under 15 years"	"15"	51
	"Kansas"	"20"	"1999"	"1999"	"15-19 years"	"15-19"	4920
	"Kansas"	"20"	"1999"	"1999"	"20-24 years"	"20-24"	10549
	"Kansas"	"20"	"1999"	"1999"	"25-29 years"	"25-29"	11011
	"Kansas"	"20"	"1999"	"1999"	"30-34 years"	"30-34"	7911
	"Kansas"	"20"	"1999"	"1999"	"35-39 years"	"35-39"	3616
	"Kansas"	"20"	"1999"	"1999"	"40-44 years"	"40-44"	689
	"Kansas"	"20"	"1999"	"1999"	"45-49 years"	"45-49"	33
	"Kansas"	"20"	"2000"	"2000"	"Under 15 years"	"15"	56
	"Kansas"	"20"	"2000"	"2000"	"15-19 years"	"15-19"	4706
	"Kansas"	"20"	"2000"	"2000"	"20-24 years"	"20-24"	11222
	"Kansas"	"20"	"2000"	"2000"	"25-29 years"	"25-29"	10934
	"Kansas"	"20"	"2000"	"2000"	"30-34 years"	"30-34"	8339
	"Kansas"	"20"	"2000"	"2000"	"35-39 years"	"35-39"	3627
	"Kansas"	"20"	"2000"	"2000"	"40-44 years"	"40-44"	743
	"Kansas"	"20"	"2000"	"2000"	"45-49 years"	"45-49"	39
	"Kansas"	"20"	"2001"	"2001"	"Under 15 years"	"15"	45
	"Kansas"	"20"	"2001"	"2001"	"15-19 years"	"15-19"	4472
	"Kansas"	"20"	"2001"	"2001"	"20-24 years"	"20-24"	10905
	"Kansas"	"20"	"2001"	"2001"	"25-29 years"	"25-29"	10895
	"Kansas"	"20"	"2001"	"2001"	"30-34 years"	"30-34"	8260
	"Kansas"	"20"	"2001"	"2001"	"35-39 years"	"35-39"	3537
	"Kansas"	"20"	"2001"	"2001"	"40-44 years"	"40-44"	714
	"Kansas"	"20"	"2001"	"2001"	"45-49 years"	"45-49"	41
	"Kansas"	"20"	"2002"	"2002"	"Under 15 years"	"15"	56
	"Kansas"	"20"	"2002"	"2002"	"15-19 years"	"15-19"	4321
	"Kansas"	"20"	"2002"	"2002"	"20-24 years"	"20-24"	11222
	"Kansas"	"20"	"2002"	"2002"	"25-29 years"	"25-29"	10978
	"Kansas"	"20"	"2002"	"2002"	"30-34 years"	"30-34"	8542
	"Kansas"	"20"	"2002"	"2002"	"35-39 years"	"35-39"	3528
	"Kansas"	"20"	"2002"	"2002"	"40-44 years"	"40-44"	720
	"Kansas"	"20"	"2002"	"2002"	"45-49 years"	"45-49"	45
	"Kentucky"	"21"	"1995"	"1995"	"Under 15 years"	"15"	186
	"Kentucky"	"21"	"1995"	"1995"	"15-19 years"	"15-19"	8819
	"Kentucky"	"21"	"1995"	"1995"	"20-24 years"	"20-24"	16029
	"Kentucky"	"21"	"1995"	"1995"	"25-29 years"	"25-29"	13812
	"Kentucky"	"21"	"1995"	"1995"	"30-34 years"	"30-34"	9551
	"Kentucky"	"21"	"1995"	"1995"	"35-39 years"	"35-39"	3400
	"Kentucky"	"21"	"1995"	"1995"	"40-44 years"	"40-44"	560
	"Kentucky"	"21"	"1995"	"1995"	"45-49 years"	"45-49"	20
	"Kentucky"	"21"	"1996"	"1996"	"Under 15 years"	"15"	180
	"Kentucky"	"21"	"1996"	"1996"	"15-19 years"	"15-19"	8786
	"Kentucky"	"21"	"1996"	"1996"	"20-24 years"	"20-24"	15645
	"Kentucky"	"21"	"1996"	"1996"	"25-29 years"	"25-29"	14419
	"Kentucky"	"21"	"1996"	"1996"	"30-34 years"	"30-34"	9463
	"Kentucky"	"21"	"1996"	"1996"	"35-39 years"	"35-39"	3623
	"Kentucky"	"21"	"1996"	"1996"	"40-44 years"	"40-44"	565
	"Kentucky"	"21"	"1996"	"1996"	"45-49 years"	"45-49"	25
	"Kentucky"	"21"	"1997"	"1997"	"Under 15 years"	"15"	148
	"Kentucky"	"21"	"1997"	"1997"	"15-19 years"	"15-19"	8524
	"Kentucky"	"21"	"1997"	"1997"	"20-24 years"	"20-24"	15885
	"Kentucky"	"21"	"1997"	"1997"	"25-29 years"	"25-29"	14679
	"Kentucky"	"21"	"1997"	"1997"	"30-34 years"	"30-34"	9586
	"Kentucky"	"21"	"1997"	"1997"	"35-39 years"	"35-39"	3768
	"Kentucky"	"21"	"1997"	"1997"	"40-44 years"	"40-44"	596
	"Kentucky"	"21"	"1997"	"1997"	"45-49 years"	"45-49"	16
	"Kentucky"	"21"	"1998"	"1998"	"Under 15 years"	"15"	129
	"Kentucky"	"21"	"1998"	"1998"	"15-19 years"	"15-19"	8250
	"Kentucky"	"21"	"1998"	"1998"	"20-24 years"	"20-24"	16344
	"Kentucky"	"21"	"1998"	"1998"	"25-29 years"	"25-29"	15335
	"Kentucky"	"21"	"1998"	"1998"	"30-34 years"	"30-34"	9800
