"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother Year"	"Age of Mother Year Code"	Births
	"Delaware"	"10"	"2014"	"2014"	"35 years"	"35"	380
	"Delaware"	"10"	"2014"	"2014"	"36 years"	"36"	308
	"Delaware"	"10"	"2014"	"2014"	"37 years"	"37"	275
	"Delaware"	"10"	"2014"	"2014"	"38 years"	"38"	191
	"Delaware"	"10"	"2014"	"2014"	"39 years"	"39"	154
	"Delaware"	"10"	"2014"	"2014"	"40 years"	"40"	123
	"Delaware"	"10"	"2014"	"2014"	"41 years"	"41"	83
	"Delaware"	"10"	"2014"	"2014"	"42 years"	"42"	52
	"Delaware"	"10"	"2014"	"2014"	"43 years"	"43"	29
	"Delaware"	"10"	"2014"	"2014"	"44 years"	"44"	26
	"Delaware"	"10"	"2014"	"2014"	"45 years"	"45"	11
	"Delaware"	"10"	"2015"	"2015"	"14 years"	"14"	11
	"Delaware"	"10"	"2015"	"2015"	"15 years"	"15"	18
	"Delaware"	"10"	"2015"	"2015"	"16 years"	"16"	37
	"Delaware"	"10"	"2015"	"2015"	"17 years"	"17"	87
	"Delaware"	"10"	"2015"	"2015"	"18 years"	"18"	143
	"Delaware"	"10"	"2015"	"2015"	"19 years"	"19"	255
	"Delaware"	"10"	"2015"	"2015"	"20 years"	"20"	352
	"Delaware"	"10"	"2015"	"2015"	"21 years"	"21"	375
	"Delaware"	"10"	"2015"	"2015"	"22 years"	"22"	475
	"Delaware"	"10"	"2015"	"2015"	"23 years"	"23"	532
	"Delaware"	"10"	"2015"	"2015"	"24 years"	"24"	553
	"Delaware"	"10"	"2015"	"2015"	"25 years"	"25"	597
	"Delaware"	"10"	"2015"	"2015"	"26 years"	"26"	658
	"Delaware"	"10"	"2015"	"2015"	"27 years"	"27"	625
	"Delaware"	"10"	"2015"	"2015"	"28 years"	"28"	701
	"Delaware"	"10"	"2015"	"2015"	"29 years"	"29"	745
	"Delaware"	"10"	"2015"	"2015"	"30 years"	"30"	731
	"Delaware"	"10"	"2015"	"2015"	"31 years"	"31"	702
	"Delaware"	"10"	"2015"	"2015"	"32 years"	"32"	639
	"Delaware"	"10"	"2015"	"2015"	"33 years"	"33"	579
	"Delaware"	"10"	"2015"	"2015"	"34 years"	"34"	552
	"Delaware"	"10"	"2015"	"2015"	"35 years"	"35"	443
	"Delaware"	"10"	"2015"	"2015"	"36 years"	"36"	387
	"Delaware"	"10"	"2015"	"2015"	"37 years"	"37"	272
	"Delaware"	"10"	"2015"	"2015"	"38 years"	"38"	234
	"Delaware"	"10"	"2015"	"2015"	"39 years"	"39"	159
	"Delaware"	"10"	"2015"	"2015"	"40 years"	"40"	122
	"Delaware"	"10"	"2015"	"2015"	"41 years"	"41"	74
	"Delaware"	"10"	"2015"	"2015"	"42 years"	"42"	39
	"Delaware"	"10"	"2015"	"2015"	"43 years"	"43"	28
	"Delaware"	"10"	"2015"	"2015"	"44 years"	"44"	13
	"Delaware"	"10"	"2015"	"2015"	"45 years"	"45"	14
	"Delaware"	"10"	"2016"	"2016"	"14 years"	"14"	13
	"Delaware"	"10"	"2016"	"2016"	"15 years"	"15"	34
	"Delaware"	"10"	"2016"	"2016"	"16 years"	"16"	33
	"Delaware"	"10"	"2016"	"2016"	"17 years"	"17"	81
	"Delaware"	"10"	"2016"	"2016"	"18 years"	"18"	163
	"Delaware"	"10"	"2016"	"2016"	"19 years"	"19"	272
	"Delaware"	"10"	"2016"	"2016"	"20 years"	"20"	313
	"Delaware"	"10"	"2016"	"2016"	"21 years"	"21"	348
	"Delaware"	"10"	"2016"	"2016"	"22 years"	"22"	424
	"Delaware"	"10"	"2016"	"2016"	"23 years"	"23"	503
	"Delaware"	"10"	"2016"	"2016"	"24 years"	"24"	515
	"Delaware"	"10"	"2016"	"2016"	"25 years"	"25"	609
	"Delaware"	"10"	"2016"	"2016"	"26 years"	"26"	626
	"Delaware"	"10"	"2016"	"2016"	"27 years"	"27"	666
	"Delaware"	"10"	"2016"	"2016"	"28 years"	"28"	698
	"Delaware"	"10"	"2016"	"2016"	"29 years"	"29"	713
	"Delaware"	"10"	"2016"	"2016"	"30 years"	"30"	717
	"Delaware"	"10"	"2016"	"2016"	"31 years"	"31"	704
	"Delaware"	"10"	"2016"	"2016"	"32 years"	"32"	686
	"Delaware"	"10"	"2016"	"2016"	"33 years"	"33"	596
	"Delaware"	"10"	"2016"	"2016"	"34 years"	"34"	490
	"Delaware"	"10"	"2016"	"2016"	"35 years"	"35"	478
	"Delaware"	"10"	"2016"	"2016"	"36 years"	"36"	377
	"Delaware"	"10"	"2016"	"2016"	"37 years"	"37"	270
	"Delaware"	"10"	"2016"	"2016"	"38 years"	"38"	202
	"Delaware"	"10"	"2016"	"2016"	"39 years"	"39"	156
	"Delaware"	"10"	"2016"	"2016"	"40 years"	"40"	111
	"Delaware"	"10"	"2016"	"2016"	"41 years"	"41"	65
	"Delaware"	"10"	"2016"	"2016"	"42 years"	"42"	42
	"Delaware"	"10"	"2016"	"2016"	"43 years"	"43"	34
	"Delaware"	"10"	"2016"	"2016"	"44 years"	"44"	21
	"Delaware"	"10"	"2016"	"2016"	"45 years"	"45"	17
	"District of Columbia"	"11"	"2007"	"2007"	"14 years"	"14"	14
	"District of Columbia"	"11"	"2007"	"2007"	"15 years"	"15"	71
	"District of Columbia"	"11"	"2007"	"2007"	"16 years"	"16"	124
	"District of Columbia"	"11"	"2007"	"2007"	"17 years"	"17"	200
	"District of Columbia"	"11"	"2007"	"2007"	"18 years"	"18"	296
	"District of Columbia"	"11"	"2007"	"2007"	"19 years"	"19"	362
	"District of Columbia"	"11"	"2007"	"2007"	"20 years"	"20"	357
	"District of Columbia"	"11"	"2007"	"2007"	"21 years"	"21"	375
	"District of Columbia"	"11"	"2007"	"2007"	"22 years"	"22"	393
	"District of Columbia"	"11"	"2007"	"2007"	"23 years"	"23"	376
	"District of Columbia"	"11"	"2007"	"2007"	"24 years"	"24"	408
	"District of Columbia"	"11"	"2007"	"2007"	"25 years"	"25"	403
	"District of Columbia"	"11"	"2007"	"2007"	"26 years"	"26"	415
	"District of Columbia"	"11"	"2007"	"2007"	"27 years"	"27"	380
	"District of Columbia"	"11"	"2007"	"2007"	"28 years"	"28"	376
	"District of Columbia"	"11"	"2007"	"2007"	"29 years"	"29"	391
	"District of Columbia"	"11"	"2007"	"2007"	"30 years"	"30"	435
	"District of Columbia"	"11"	"2007"	"2007"	"31 years"	"31"	419
	"District of Columbia"	"11"	"2007"	"2007"	"32 years"	"32"	414
	"District of Columbia"	"11"	"2007"	"2007"	"33 years"	"33"	426
	"District of Columbia"	"11"	"2007"	"2007"	"34 years"	"34"	373
	"District of Columbia"	"11"	"2007"	"2007"	"35 years"	"35"	388
	"District of Columbia"	"11"	"2007"	"2007"	"36 years"	"36"	378
	"District of Columbia"	"11"	"2007"	"2007"	"37 years"	"37"	322
	"District of Columbia"	"11"	"2007"	"2007"	"38 years"	"38"	221
	"District of Columbia"	"11"	"2007"	"2007"	"39 years"	"39"	186
	"District of Columbia"	"11"	"2007"	"2007"	"40 years"	"40"	114
	"District of Columbia"	"11"	"2007"	"2007"	"41 years"	"41"	96
	"District of Columbia"	"11"	"2007"	"2007"	"42 years"	"42"	54
	"District of Columbia"	"11"	"2007"	"2007"	"43 years"	"43"	32
	"District of Columbia"	"11"	"2007"	"2007"	"44 years"	"44"	32
	"District of Columbia"	"11"	"2007"	"2007"	"45 years"	"45"	12
	"District of Columbia"	"11"	"2008"	"2008"	"14 years"	"14"	26
	"District of Columbia"	"11"	"2008"	"2008"	"15 years"	"15"	70
	"District of Columbia"	"11"	"2008"	"2008"	"16 years"	"16"	121
	"District of Columbia"	"11"	"2008"	"2008"	"17 years"	"17"	198
	"District of Columbia"	"11"	"2008"	"2008"	"18 years"	"18"	321
	"District of Columbia"	"11"	"2008"	"2008"	"19 years"	"19"	373
	"District of Columbia"	"11"	"2008"	"2008"	"20 years"	"20"	342
	"District of Columbia"	"11"	"2008"	"2008"	"21 years"	"21"	395
	"District of Columbia"	"11"	"2008"	"2008"	"22 years"	"22"	395
	"District of Columbia"	"11"	"2008"	"2008"	"23 years"	"23"	394
	"District of Columbia"	"11"	"2008"	"2008"	"24 years"	"24"	385
	"District of Columbia"	"11"	"2008"	"2008"	"25 years"	"25"	408
	"District of Columbia"	"11"	"2008"	"2008"	"26 years"	"26"	388
	"District of Columbia"	"11"	"2008"	"2008"	"27 years"	"27"	437
	"District of Columbia"	"11"	"2008"	"2008"	"28 years"	"28"	405
	"District of Columbia"	"11"	"2008"	"2008"	"29 years"	"29"	408
	"District of Columbia"	"11"	"2008"	"2008"	"30 years"	"30"	450
	"District of Columbia"	"11"	"2008"	"2008"	"31 years"	"31"	486
	"District of Columbia"	"11"	"2008"	"2008"	"32 years"	"32"	472
	"District of Columbia"	"11"	"2008"	"2008"	"33 years"	"33"	410
	"District of Columbia"	"11"	"2008"	"2008"	"34 years"	"34"	404
	"District of Columbia"	"11"	"2008"	"2008"	"35 years"	"35"	368
	"District of Columbia"	"11"	"2008"	"2008"	"36 years"	"36"	381
	"District of Columbia"	"11"	"2008"	"2008"	"37 years"	"37"	290
	"District of Columbia"	"11"	"2008"	"2008"	"38 years"	"38"	250
	"District of Columbia"	"11"	"2008"	"2008"	"39 years"	"39"	185
	"District of Columbia"	"11"	"2008"	"2008"	"40 years"	"40"	127
	"District of Columbia"	"11"	"2008"	"2008"	"41 years"	"41"	98
	"District of Columbia"	"11"	"2008"	"2008"	"42 years"	"42"	37
	"District of Columbia"	"11"	"2008"	"2008"	"43 years"	"43"	32
	"District of Columbia"	"11"	"2008"	"2008"	"44 years"	"44"	29
	"District of Columbia"	"11"	"2008"	"2008"	"45 years"	"45"	18
	"District of Columbia"	"11"	"2009"	"2009"	"14 years"	"14"	20
	"District of Columbia"	"11"	"2009"	"2009"	"15 years"	"15"	47
	"District of Columbia"	"11"	"2009"	"2009"	"16 years"	"16"	116
	"District of Columbia"	"11"	"2009"	"2009"	"17 years"	"17"	202
	"District of Columbia"	"11"	"2009"	"2009"	"18 years"	"18"	307
	"District of Columbia"	"11"	"2009"	"2009"	"19 years"	"19"	362
	"District of Columbia"	"11"	"2009"	"2009"	"20 years"	"20"	397
	"District of Columbia"	"11"	"2009"	"2009"	"21 years"	"21"	380
	"District of Columbia"	"11"	"2009"	"2009"	"22 years"	"22"	335
	"District of Columbia"	"11"	"2009"	"2009"	"23 years"	"23"	369
	"District of Columbia"	"11"	"2009"	"2009"	"24 years"	"24"	357
	"District of Columbia"	"11"	"2009"	"2009"	"25 years"	"25"	375
	"District of Columbia"	"11"	"2009"	"2009"	"26 years"	"26"	427
	"District of Columbia"	"11"	"2009"	"2009"	"27 years"	"27"	420
	"District of Columbia"	"11"	"2009"	"2009"	"28 years"	"28"	410
	"District of Columbia"	"11"	"2009"	"2009"	"29 years"	"29"	413
	"District of Columbia"	"11"	"2009"	"2009"	"30 years"	"30"	445
	"District of Columbia"	"11"	"2009"	"2009"	"31 years"	"31"	475
	"District of Columbia"	"11"	"2009"	"2009"	"32 years"	"32"	459
	"District of Columbia"	"11"	"2009"	"2009"	"33 years"	"33"	424
	"District of Columbia"	"11"	"2009"	"2009"	"34 years"	"34"	437
	"District of Columbia"	"11"	"2009"	"2009"	"35 years"	"35"	387
	"District of Columbia"	"11"	"2009"	"2009"	"36 years"	"36"	340
	"District of Columbia"	"11"	"2009"	"2009"	"37 years"	"37"	263
	"District of Columbia"	"11"	"2009"	"2009"	"38 years"	"38"	278
	"District of Columbia"	"11"	"2009"	"2009"	"39 years"	"39"	209
	"District of Columbia"	"11"	"2009"	"2009"	"40 years"	"40"	149
	"District of Columbia"	"11"	"2009"	"2009"	"41 years"	"41"	88
	"District of Columbia"	"11"	"2009"	"2009"	"42 years"	"42"	53
	"District of Columbia"	"11"	"2009"	"2009"	"43 years"	"43"	39
	"District of Columbia"	"11"	"2009"	"2009"	"44 years"	"44"	14
	"District of Columbia"	"11"	"2009"	"2009"	"45 years"	"45"	16
	"District of Columbia"	"11"	"2009"	"2009"	"46 years"	"46"	10
	"District of Columbia"	"11"	"2010"	"2010"	"14 years"	"14"	13
	"District of Columbia"	"11"	"2010"	"2010"	"15 years"	"15"	41
	"District of Columbia"	"11"	"2010"	"2010"	"16 years"	"16"	104
	"District of Columbia"	"11"	"2010"	"2010"	"17 years"	"17"	158
	"District of Columbia"	"11"	"2010"	"2010"	"18 years"	"18"	283
	"District of Columbia"	"11"	"2010"	"2010"	"19 years"	"19"	365
	"District of Columbia"	"11"	"2010"	"2010"	"20 years"	"20"	417
	"District of Columbia"	"11"	"2010"	"2010"	"21 years"	"21"	358
	"District of Columbia"	"11"	"2010"	"2010"	"22 years"	"22"	364
	"District of Columbia"	"11"	"2010"	"2010"	"23 years"	"23"	344
	"District of Columbia"	"11"	"2010"	"2010"	"24 years"	"24"	386
	"District of Columbia"	"11"	"2010"	"2010"	"25 years"	"25"	360
	"District of Columbia"	"11"	"2010"	"2010"	"26 years"	"26"	355
	"District of Columbia"	"11"	"2010"	"2010"	"27 years"	"27"	393
	"District of Columbia"	"11"	"2010"	"2010"	"28 years"	"28"	450
	"District of Columbia"	"11"	"2010"	"2010"	"29 years"	"29"	438
	"District of Columbia"	"11"	"2010"	"2010"	"30 years"	"30"	501
	"District of Columbia"	"11"	"2010"	"2010"	"31 years"	"31"	477
	"District of Columbia"	"11"	"2010"	"2010"	"32 years"	"32"	476
	"District of Columbia"	"11"	"2010"	"2010"	"33 years"	"33"	514
	"District of Columbia"	"11"	"2010"	"2010"	"34 years"	"34"	501
	"District of Columbia"	"11"	"2010"	"2010"	"35 years"	"35"	407
	"District of Columbia"	"11"	"2010"	"2010"	"36 years"	"36"	349
	"District of Columbia"	"11"	"2010"	"2010"	"37 years"	"37"	289
	"District of Columbia"	"11"	"2010"	"2010"	"38 years"	"38"	225
	"District of Columbia"	"11"	"2010"	"2010"	"39 years"	"39"	187
	"District of Columbia"	"11"	"2010"	"2010"	"40 years"	"40"	150
	"District of Columbia"	"11"	"2010"	"2010"	"41 years"	"41"	79
	"District of Columbia"	"11"	"2010"	"2010"	"42 years"	"42"	67
	"District of Columbia"	"11"	"2010"	"2010"	"43 years"	"43"	42
	"District of Columbia"	"11"	"2010"	"2010"	"44 years"	"44"	28
	"District of Columbia"	"11"	"2010"	"2010"	"45 years"	"45"	18
	"District of Columbia"	"11"	"2011"	"2011"	"14 years"	"14"	24
	"District of Columbia"	"11"	"2011"	"2011"	"15 years"	"15"	35
	"District of Columbia"	"11"	"2011"	"2011"	"16 years"	"16"	72
	"District of Columbia"	"11"	"2011"	"2011"	"17 years"	"17"	172
	"District of Columbia"	"11"	"2011"	"2011"	"18 years"	"18"	241
	"District of Columbia"	"11"	"2011"	"2011"	"19 years"	"19"	359
	"District of Columbia"	"11"	"2011"	"2011"	"20 years"	"20"	356
	"District of Columbia"	"11"	"2011"	"2011"	"21 years"	"21"	398
	"District of Columbia"	"11"	"2011"	"2011"	"22 years"	"22"	375
	"District of Columbia"	"11"	"2011"	"2011"	"23 years"	"23"	377
	"District of Columbia"	"11"	"2011"	"2011"	"24 years"	"24"	384
	"District of Columbia"	"11"	"2011"	"2011"	"25 years"	"25"	324
	"District of Columbia"	"11"	"2011"	"2011"	"26 years"	"26"	355
	"District of Columbia"	"11"	"2011"	"2011"	"27 years"	"27"	363
	"District of Columbia"	"11"	"2011"	"2011"	"28 years"	"28"	392
	"District of Columbia"	"11"	"2011"	"2011"	"29 years"	"29"	454
	"District of Columbia"	"11"	"2011"	"2011"	"30 years"	"30"	478
	"District of Columbia"	"11"	"2011"	"2011"	"31 years"	"31"	555
	"District of Columbia"	"11"	"2011"	"2011"	"32 years"	"32"	573
	"District of Columbia"	"11"	"2011"	"2011"	"33 years"	"33"	517
	"District of Columbia"	"11"	"2011"	"2011"	"34 years"	"34"	499
	"District of Columbia"	"11"	"2011"	"2011"	"35 years"	"35"	404
	"District of Columbia"	"11"	"2011"	"2011"	"36 years"	"36"	373
	"District of Columbia"	"11"	"2011"	"2011"	"37 years"	"37"	317
	"District of Columbia"	"11"	"2011"	"2011"	"38 years"	"38"	237
	"District of Columbia"	"11"	"2011"	"2011"	"39 years"	"39"	215
	"District of Columbia"	"11"	"2011"	"2011"	"40 years"	"40"	145
	"District of Columbia"	"11"	"2011"	"2011"	"41 years"	"41"	103
	"District of Columbia"	"11"	"2011"	"2011"	"42 years"	"42"	72
	"District of Columbia"	"11"	"2011"	"2011"	"43 years"	"43"	51
	"District of Columbia"	"11"	"2011"	"2011"	"44 years"	"44"	33
	"District of Columbia"	"11"	"2011"	"2011"	"45 years"	"45"	20
	"District of Columbia"	"11"	"2012"	"2012"	"15 years"	"15"	36
	"District of Columbia"	"11"	"2012"	"2012"	"16 years"	"16"	89
	"District of Columbia"	"11"	"2012"	"2012"	"17 years"	"17"	114
	"District of Columbia"	"11"	"2012"	"2012"	"18 years"	"18"	228
	"District of Columbia"	"11"	"2012"	"2012"	"19 years"	"19"	324
	"District of Columbia"	"11"	"2012"	"2012"	"20 years"	"20"	363
	"District of Columbia"	"11"	"2012"	"2012"	"21 years"	"21"	360
	"District of Columbia"	"11"	"2012"	"2012"	"22 years"	"22"	394
	"District of Columbia"	"11"	"2012"	"2012"	"23 years"	"23"	354
	"District of Columbia"	"11"	"2012"	"2012"	"24 years"	"24"	359
	"District of Columbia"	"11"	"2012"	"2012"	"25 years"	"25"	354
	"District of Columbia"	"11"	"2012"	"2012"	"26 years"	"26"	374
	"District of Columbia"	"11"	"2012"	"2012"	"27 years"	"27"	345
	"District of Columbia"	"11"	"2012"	"2012"	"28 years"	"28"	435
	"District of Columbia"	"11"	"2012"	"2012"	"29 years"	"29"	465
	"District of Columbia"	"11"	"2012"	"2012"	"30 years"	"30"	485
	"District of Columbia"	"11"	"2012"	"2012"	"31 years"	"31"	531
	"District of Columbia"	"11"	"2012"	"2012"	"32 years"	"32"	585
	"District of Columbia"	"11"	"2012"	"2012"	"33 years"	"33"	516
	"District of Columbia"	"11"	"2012"	"2012"	"34 years"	"34"	506
	"District of Columbia"	"11"	"2012"	"2012"	"35 years"	"35"	466
	"District of Columbia"	"11"	"2012"	"2012"	"36 years"	"36"	367
	"District of Columbia"	"11"	"2012"	"2012"	"37 years"	"37"	320
	"District of Columbia"	"11"	"2012"	"2012"	"38 years"	"38"	288
	"District of Columbia"	"11"	"2012"	"2012"	"39 years"	"39"	213
	"District of Columbia"	"11"	"2012"	"2012"	"40 years"	"40"	179
	"District of Columbia"	"11"	"2012"	"2012"	"41 years"	"41"	124
	"District of Columbia"	"11"	"2012"	"2012"	"42 years"	"42"	102
	"District of Columbia"	"11"	"2012"	"2012"	"43 years"	"43"	54
	"District of Columbia"	"11"	"2012"	"2012"	"44 years"	"44"	27
	"District of Columbia"	"11"	"2012"	"2012"	"45 years"	"45"	12
	"District of Columbia"	"11"	"2012"	"2012"	"46 years"	"46"	11
	"District of Columbia"	"11"	"2013"	"2013"	"14 years"	"14"	18
	"District of Columbia"	"11"	"2013"	"2013"	"15 years"	"15"	38
	"District of Columbia"	"11"	"2013"	"2013"	"16 years"	"16"	57
	"District of Columbia"	"11"	"2013"	"2013"	"17 years"	"17"	90
	"District of Columbia"	"11"	"2013"	"2013"	"18 years"	"18"	171
	"District of Columbia"	"11"	"2013"	"2013"	"19 years"	"19"	281
	"District of Columbia"	"11"	"2013"	"2013"	"20 years"	"20"	271
	"District of Columbia"	"11"	"2013"	"2013"	"21 years"	"21"	355
	"District of Columbia"	"11"	"2013"	"2013"	"22 years"	"22"	342
	"District of Columbia"	"11"	"2013"	"2013"	"23 years"	"23"	371
	"District of Columbia"	"11"	"2013"	"2013"	"24 years"	"24"	378
	"District of Columbia"	"11"	"2013"	"2013"	"25 years"	"25"	364
	"District of Columbia"	"11"	"2013"	"2013"	"26 years"	"26"	308
	"District of Columbia"	"11"	"2013"	"2013"	"27 years"	"27"	396
	"District of Columbia"	"11"	"2013"	"2013"	"28 years"	"28"	373
	"District of Columbia"	"11"	"2013"	"2013"	"29 years"	"29"	423
	"District of Columbia"	"11"	"2013"	"2013"	"30 years"	"30"	509
	"District of Columbia"	"11"	"2013"	"2013"	"31 years"	"31"	593
	"District of Columbia"	"11"	"2013"	"2013"	"32 years"	"32"	649
	"District of Columbia"	"11"	"2013"	"2013"	"33 years"	"33"	597
	"District of Columbia"	"11"	"2013"	"2013"	"34 years"	"34"	538
	"District of Columbia"	"11"	"2013"	"2013"	"35 years"	"35"	464
	"District of Columbia"	"11"	"2013"	"2013"	"36 years"	"36"	406
	"District of Columbia"	"11"	"2013"	"2013"	"37 years"	"37"	326
	"District of Columbia"	"11"	"2013"	"2013"	"38 years"	"38"	267
	"District of Columbia"	"11"	"2013"	"2013"	"39 years"	"39"	218
	"District of Columbia"	"11"	"2013"	"2013"	"40 years"	"40"	175
	"District of Columbia"	"11"	"2013"	"2013"	"41 years"	"41"	112
	"District of Columbia"	"11"	"2013"	"2013"	"42 years"	"42"	71
	"District of Columbia"	"11"	"2013"	"2013"	"43 years"	"43"	48
	"District of Columbia"	"11"	"2013"	"2013"	"44 years"	"44"	34
	"District of Columbia"	"11"	"2013"	"2013"	"45 years"	"45"	14
	"District of Columbia"	"11"	"2013"	"2013"	"46 years"	"46"	14
	"District of Columbia"	"11"	"2014"	"2014"	"15 years"	"15"	21
	"District of Columbia"	"11"	"2014"	"2014"	"16 years"	"16"	58
	"District of Columbia"	"11"	"2014"	"2014"	"17 years"	"17"	95
	"District of Columbia"	"11"	"2014"	"2014"	"18 years"	"18"	165
	"District of Columbia"	"11"	"2014"	"2014"	"19 years"	"19"	226
	"District of Columbia"	"11"	"2014"	"2014"	"20 years"	"20"	283
	"District of Columbia"	"11"	"2014"	"2014"	"21 years"	"21"	309
	"District of Columbia"	"11"	"2014"	"2014"	"22 years"	"22"	356
	"District of Columbia"	"11"	"2014"	"2014"	"23 years"	"23"	412
	"District of Columbia"	"11"	"2014"	"2014"	"24 years"	"24"	380
	"District of Columbia"	"11"	"2014"	"2014"	"25 years"	"25"	377
	"District of Columbia"	"11"	"2014"	"2014"	"26 years"	"26"	372
	"District of Columbia"	"11"	"2014"	"2014"	"27 years"	"27"	367
	"District of Columbia"	"11"	"2014"	"2014"	"28 years"	"28"	371
	"District of Columbia"	"11"	"2014"	"2014"	"29 years"	"29"	464
	"District of Columbia"	"11"	"2014"	"2014"	"30 years"	"30"	528
	"District of Columbia"	"11"	"2014"	"2014"	"31 years"	"31"	583
	"District of Columbia"	"11"	"2014"	"2014"	"32 years"	"32"	618
	"District of Columbia"	"11"	"2014"	"2014"	"33 years"	"33"	607
	"District of Columbia"	"11"	"2014"	"2014"	"34 years"	"34"	598
	"District of Columbia"	"11"	"2014"	"2014"	"35 years"	"35"	549
	"District of Columbia"	"11"	"2014"	"2014"	"36 years"	"36"	427
	"District of Columbia"	"11"	"2014"	"2014"	"37 years"	"37"	380
	"District of Columbia"	"11"	"2014"	"2014"	"38 years"	"38"	253
	"District of Columbia"	"11"	"2014"	"2014"	"39 years"	"39"	236
	"District of Columbia"	"11"	"2014"	"2014"	"40 years"	"40"	127
	"District of Columbia"	"11"	"2014"	"2014"	"41 years"	"41"	130
	"District of Columbia"	"11"	"2014"	"2014"	"42 years"	"42"	82
	"District of Columbia"	"11"	"2014"	"2014"	"43 years"	"43"	52
	"District of Columbia"	"11"	"2014"	"2014"	"44 years"	"44"	27
	"District of Columbia"	"11"	"2014"	"2014"	"45 years"	"45"	20
	"District of Columbia"	"11"	"2014"	"2014"	"46 years"	"46"	13
	"District of Columbia"	"11"	"2015"	"2015"	"15 years"	"15"	23
	"District of Columbia"	"11"	"2015"	"2015"	"16 years"	"16"	51
	"District of Columbia"	"11"	"2015"	"2015"	"17 years"	"17"	67
	"District of Columbia"	"11"	"2015"	"2015"	"18 years"	"18"	144
	"District of Columbia"	"11"	"2015"	"2015"	"19 years"	"19"	216
	"District of Columbia"	"11"	"2015"	"2015"	"20 years"	"20"	242
	"District of Columbia"	"11"	"2015"	"2015"	"21 years"	"21"	343
	"District of Columbia"	"11"	"2015"	"2015"	"22 years"	"22"	367
	"District of Columbia"	"11"	"2015"	"2015"	"23 years"	"23"	346
	"District of Columbia"	"11"	"2015"	"2015"	"24 years"	"24"	379
	"District of Columbia"	"11"	"2015"	"2015"	"25 years"	"25"	383
	"District of Columbia"	"11"	"2015"	"2015"	"26 years"	"26"	363
	"District of Columbia"	"11"	"2015"	"2015"	"27 years"	"27"	346
	"District of Columbia"	"11"	"2015"	"2015"	"28 years"	"28"	419
	"District of Columbia"	"11"	"2015"	"2015"	"29 years"	"29"	440
	"District of Columbia"	"11"	"2015"	"2015"	"30 years"	"30"	502
	"District of Columbia"	"11"	"2015"	"2015"	"31 years"	"31"	570
	"District of Columbia"	"11"	"2015"	"2015"	"32 years"	"32"	652
	"District of Columbia"	"11"	"2015"	"2015"	"33 years"	"33"	621
	"District of Columbia"	"11"	"2015"	"2015"	"34 years"	"34"	602
	"District of Columbia"	"11"	"2015"	"2015"	"35 years"	"35"	572
	"District of Columbia"	"11"	"2015"	"2015"	"36 years"	"36"	497
	"District of Columbia"	"11"	"2015"	"2015"	"37 years"	"37"	364
	"District of Columbia"	"11"	"2015"	"2015"	"38 years"	"38"	326
	"District of Columbia"	"11"	"2015"	"2015"	"39 years"	"39"	236
	"District of Columbia"	"11"	"2015"	"2015"	"40 years"	"40"	174
	"District of Columbia"	"11"	"2015"	"2015"	"41 years"	"41"	122
	"District of Columbia"	"11"	"2015"	"2015"	"42 years"	"42"	81
	"District of Columbia"	"11"	"2015"	"2015"	"43 years"	"43"	41
	"District of Columbia"	"11"	"2015"	"2015"	"44 years"	"44"	36
	"District of Columbia"	"11"	"2015"	"2015"	"45 years"	"45"	20
	"District of Columbia"	"11"	"2015"	"2015"	"46 years"	"46"	11
	"District of Columbia"	"11"	"2016"	"2016"	"15 years"	"15"	16
	"District of Columbia"	"11"	"2016"	"2016"	"16 years"	"16"	50
	"District of Columbia"	"11"	"2016"	"2016"	"17 years"	"17"	74
	"District of Columbia"	"11"	"2016"	"2016"	"18 years"	"18"	116
	"District of Columbia"	"11"	"2016"	"2016"	"19 years"	"19"	204
	"District of Columbia"	"11"	"2016"	"2016"	"20 years"	"20"	224
	"District of Columbia"	"11"	"2016"	"2016"	"21 years"	"21"	283
	"District of Columbia"	"11"	"2016"	"2016"	"22 years"	"22"	308
	"District of Columbia"	"11"	"2016"	"2016"	"23 years"	"23"	376
	"District of Columbia"	"11"	"2016"	"2016"	"24 years"	"24"	401
	"District of Columbia"	"11"	"2016"	"2016"	"25 years"	"25"	399
	"District of Columbia"	"11"	"2016"	"2016"	"26 years"	"26"	413
	"District of Columbia"	"11"	"2016"	"2016"	"27 years"	"27"	388
	"District of Columbia"	"11"	"2016"	"2016"	"28 years"	"28"	438
	"District of Columbia"	"11"	"2016"	"2016"	"29 years"	"29"	448
	"District of Columbia"	"11"	"2016"	"2016"	"30 years"	"30"	536
	"District of Columbia"	"11"	"2016"	"2016"	"31 years"	"31"	545
	"District of Columbia"	"11"	"2016"	"2016"	"32 years"	"32"	671
	"District of Columbia"	"11"	"2016"	"2016"	"33 years"	"33"	704
	"District of Columbia"	"11"	"2016"	"2016"	"34 years"	"34"	631
	"District of Columbia"	"11"	"2016"	"2016"	"35 years"	"35"	579
	"District of Columbia"	"11"	"2016"	"2016"	"36 years"	"36"	507
	"District of Columbia"	"11"	"2016"	"2016"	"37 years"	"37"	431
	"District of Columbia"	"11"	"2016"	"2016"	"38 years"	"38"	326
	"District of Columbia"	"11"	"2016"	"2016"	"39 years"	"39"	272
	"District of Columbia"	"11"	"2016"	"2016"	"40 years"	"40"	182
